,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
99,2016-04-22,2,5,1,2,4,1,2,22,The employee reports that he placed the air lance in the tank 1604 and then opened the manual air valve and projection of acid solution heated toward him reaching the front of the left thigh.,1,4,22,1,15,1,2,"['employee', 'report', 'place', 'air', 'lance', 'tank', 'open', 'manual', 'air', 'valve', 'projection', 'acid', 'solution', 'heat', 'toward', 'reach', 'front', 'leave', 'thigh']",employee report place air lance tank open manual air valve projection acid solution heat toward reach front leave thigh
100,2016-04-26,2,5,1,1,2,0,2,6,The injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass.,1,4,26,6,16,1,2,"['injure', 'woman', 'perform', 'clean', 'clean', 'sink', 'collection', 'room', 'pierce', 'finger', 'fragment', 'glass']",injure woman perform clean clean sink collection room pierce finger fragment glass
101,2016-04-28,2,5,1,1,3,1,3,4,"after discharging sodium hydroxide and disconnecting the hose, the employee placed next to the demineralization suction pump, which was turned off, receiving projection from the pump sensor, causing a 1st degree burn.",1,4,28,5,16,1,2,"['discharge', 'sodium', 'hydroxide', 'disconnect', 'hose', 'employee', 'place', 'next', 'demineralization', 'suction', 'pump', 'turn', 'receive', 'projection', 'pump', 'sensor', 'cause', 'degree', 'burn']",discharge sodium hydroxide disconnect hose employee place next demineralization suction pump turn receive projection pump sensor cause degree burn
102,2016-04-29,1,4,2,3,4,1,2,16,"Mr. Jesus operator of the concrete throwing team (alpha N ° 18) was shooting shotcrete in the Cx work. 001 Nv. 1710 OB1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 Cm x 53 Cm of ¼ inch of thickness approximately 15 Kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.",1,4,29,1,16,1,2,"['jesus', 'operator', 'concrete', 'throw', 'team', 'alpha', 'shoot', 'shotcrete', 'work', 'apply', 'realize', 'additive', 'come', 'mix', 'direct', 'lift', 'cover', 'passage', 'valve', 'inch', 'thickness', 'approximately', 'verify', 'valve', 'open', 'release', 'lid', 'hit', 'third', 'finger', 'leave', 'hand', 'base', 'cause', 'injury']",jesus operator concrete throw team alpha shoot shotcrete work apply realize additive come mix direct lift cover passage valve inch thickness approximately verify valve open release lid hit third finger leave hand base cause injury
103,2016-04-30,2,5,1,1,4,1,1,20,"The employee performed the return of the load at the entrance of the debarking machine, while trying to align a cathode was pressed in his right hand.",1,4,30,3,16,1,2,"['employee', 'perform', 'return', 'load', 'entrance', 'debark', 'machine', 'try', 'align', 'cathode', 'press', 'right', 'hand']",employee perform return load entrance debark machine try align cathode press right hand
104,2016-04-30,1,1,2,1,2,1,1,16,"The injured worker begins the work of presenting the support mesh cloth on the floor, making an initial cut in the mesh of a section of 0.3 m x 2.0 m for the ponchos, originating in the remaining mesh wicks (tips with prongs) protruding. When trying to make a second mesh cut, it is positioned at the edge of the remaining mesh with wicks to prevent them from curling, at which point it tries take your shear and remove the right foot of the mesh causing the mesh to roll up and embed a wick (tip with poles) through the left boot causing the injury. At the time of the accident the worker was wearing safety boots.",1,4,30,3,16,1,2,"['injure', 'worker', 'begin', 'work', 'present', 'support', 'mesh', 'cloth', 'floor', 'make', 'initial', 'cut', 'mesh', 'section', 'ponchos', 'originate', 'remain', 'mesh', 'wicks', 'tip', 'prongs', 'protrude', 'try', 'make', 'second', 'mesh', 'cut', 'position', 'edge', 'remain', 'mesh', 'wicks', 'prevent', 'curl', 'point', 'try', 'take', 'shear', 'remove', 'right', 'foot', 'mesh', 'cause', 'mesh', 'roll', 'embed', 'wick', 'tip', 'pole', 'leave', 'boot', 'cause', 'injury', 'time', 'accident', 'worker', 'wear', 'safety', 'boot']",injure worker begin work present support mesh cloth floor make initial cut mesh section ponchos originate remain mesh wicks tip prongs protrude try make second mesh cut position edge remain mesh wicks prevent curl point try take shear remove right foot mesh cause mesh roll embed wick tip pole leave boot cause injury time accident worker wear safety boot
105,2016-04-30,1,3,2,4,4,1,2,16,"In the DDH chamber of the company Explomin, located at the level -100 Socorro ramp 334, when the worker - assistant driller-was dismantling the fifth drill rod (NQ - 3 meters of steel with a weight of 24 kg) , using a stilson key (No. 18), at that moment the operator operates the rotation unit, the drill rod rotates by pressing the left hand of the worker against the base of the rod holder, causing an injury to the left hand. At the time of the accident, the drilling assistant used rubber gloves",1,4,30,3,16,1,2,"['ddh', 'chamber', 'company', 'explomin', 'locate', 'level', 'socorro', 'ramp', 'worker', 'assistant', 'driller', 'dismantle', 'fifth', 'drill', 'rod', 'meter', 'steel', 'weight', 'use', 'stilson', 'key', 'moment', 'operator', 'operate', 'rotation', 'unit', 'drill', 'rod', 'rotate', 'press', 'leave', 'hand', 'worker', 'base', 'rod', 'holder', 'cause', 'injury', 'leave', 'hand', 'time', 'accident', 'drill', 'assistant', 'use', 'rubber', 'gloves']",ddh chamber company explomin locate level socorro ramp worker assistant driller dismantle fifth drill rod meter steel weight use stilson key moment operator operate rotation unit drill rod rotate press leave hand worker base rod holder cause injury leave hand time accident drill assistant use rubber gloves
106,2016-01-05,1,4,2,1,4,1,2,16,"When carrying out the maneuver to increase the HQ pipe line, the driller Wilder indicates the assistant Gilton introduce the inner pipe to the drill, the assistant introduces the inner pipe and places his hand in the box of the pipe, while the driller Without noticing, he moves the pipe over the assistant's hand and opens the chuck of the rotation unit, dropping the pipe, imprisoning the injured person's right hand causing the injury.",1,1,5,6,0,3,1,"['carry', 'maneuver', 'increase', 'pipe', 'line', 'driller', 'wilder', 'indicate', 'assistant', 'gilton', 'introduce', 'inner', 'pipe', 'drill', 'assistant', 'introduce', 'inner', 'pipe', 'place', 'hand', 'box', 'pipe', 'driller', 'without', 'notice', 'move', 'pipe', 'assistant', 'hand', 'open', 'chuck', 'rotation', 'unit', 'drop', 'pipe', 'imprison', 'injure', 'person', 'right', 'hand', 'cause', 'injury']",carry maneuver increase pipe line driller wilder indicate assistant gilton introduce inner pipe drill assistant introduce inner pipe place hand box pipe driller without notice move pipe assistant hand open chuck rotation unit drop pipe imprison injure person right hand cause injury
107,2016-02-05,2,5,1,1,4,0,3,4,The employee reports that climbing the access ladder to the operating room of the Ustulation was surprised by the projection of sulfuric acid.,1,2,5,1,4,3,1,"['employee', 'report', 'climb', 'access', 'ladder', 'operate', 'room', 'ustulation', 'surprise', 'projection', 'sulfuric', 'acid']",employee report climb access ladder operate room ustulation surprise projection sulfuric acid
108,2016-04-05,3,10,3,1,1,1,2,15,"When performing geological mapping activity, it was necessary to hammer a rock for analysis, at the moment when the clerk held it, a pointed fragment slipped on the third quirodactyl of the right hand causing a superficial cut.",1,4,5,6,13,1,2,"['perform', 'geological', 'map', 'activity', 'necessary', 'hammer', 'rock', 'analysis', 'moment', 'clerk', 'hold', 'point', 'fragment', 'slip', 'third', 'quirodactyl', 'right', 'hand', 'cause', 'superficial', 'cut']",perform geological map activity necessary hammer rock analysis moment clerk hold point fragment slip third quirodactyl right hand cause superficial cut
109,2016-03-05,1,4,2,2,4,1,2,16,"Being 04:20 p.m. approximately, in the Nv. 1880, CX-781. Mr. Kevin helper of Jumbo 55, removed the drill rod that was in the drilling hole, instants that breaks the chain of subjection of the table of the drilling machine, sliding down achieving rubbing the index finger of the left hand, causing the injury.",1,3,5,3,8,1,1,"['approximately', 'kevin', 'helper', 'jumbo', 'remove', 'drill', 'rod', 'drill', 'hole', 'instants', 'break', 'chain', 'subjection', 'table', 'drill', 'machine', 'slide', 'achieve', 'rub', 'index', 'finger', 'leave', 'hand', 'cause', 'injury']",approximately kevin helper jumbo remove drill rod drill hole instants break chain subjection table drill machine slide achieve rub index finger leave hand cause injury
110,2016-04-05,1,4,2,1,3,1,1,16,"Being 11:30 am. approximately, in the Nv. 1940, CX-791. Mr. Francisco - Operator of the Scoop 18, observes a polyethylene pipe thrown on the road, proceeding to lower his equipment and when was found by lifting the pipe to the hook of the right gable, a piece of rock that was suspended in the lectro-welded mesh, impacting on the operator's right eyebrow, causing the injury.",1,4,5,6,13,1,2,"['approximately', 'francisco', 'operator', 'scoop', 'observe', 'polyethylene', 'pipe', 'throw', 'road', 'proceed', 'lower', 'equipment', 'find', 'lift', 'pipe', 'hook', 'right', 'gable', 'piece', 'rock', 'suspend', 'lectro', 'weld', 'mesh', 'impact', 'operator', 'right', 'eyebrow', 'cause', 'injury']",approximately francisco operator scoop observe polyethylene pipe throw road proceed lower equipment find lift pipe hook right gable piece rock suspend lectro weld mesh impact operator right eyebrow cause injury
111,2016-04-05,2,5,1,1,3,0,3,4,"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.",1,4,5,6,13,1,2,"['conduct', 'inspection', 'evaluate', 'activity', 'carry', 'pump', 'house', 'ustulation', 'steam', 'station', 'hit', 'sulfuric', 'acid', 'spill', 'line', 'locate', 'pump', 'house', 'thermal', 'recovery', 'boiler']",conduct inspection evaluate activity carry pump house ustulation steam station hit sulfuric acid spill line locate pump house thermal recovery boiler
112,2016-04-05,2,5,1,1,3,1,3,4,"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was struck by sulfuric acid spills from a line located above the house of thermal recovery boiler pumps.",1,4,5,6,13,1,2,"['conduct', 'inspection', 'evaluate', 'activity', 'carry', 'pump', 'house', 'ustulation', 'steam', 'station', 'strike', 'sulfuric', 'acid', 'spill', 'line', 'locate', 'house', 'thermal', 'recovery', 'boiler', 'pump']",conduct inspection evaluate activity carry pump house ustulation steam station strike sulfuric acid spill line locate house thermal recovery boiler pump
113,2016-05-05,2,5,1,1,3,1,2,15,"The employee was sanding a piece in the Electrolysis at the end of the operation, when the protective cap of the disk spun to the back of the left hand.",1,5,5,5,17,1,2,"['employee', 'sand', 'piece', 'electrolysis', 'end', 'operation', 'protective', 'cap', 'disk', 'spin', 'back', 'leave', 'hand']",employee sand piece electrolysis end operation protective cap disk spin back leave hand
114,2016-05-05,2,8,1,1,2,1,3,15,"During the die cutting of the feeder (PEAD geomembrane blanket weld seam) to store the extruder, the stylet blade came in the direction of its left forearm, resulting in blunt short injury.",1,5,5,5,17,1,2,"['die', 'cut', 'feeder', 'pead', 'geomembrane', 'blanket', 'weld', 'seam', 'store', 'extruder', 'stylet', 'blade', 'come', 'direction', 'leave', 'forearm', 'result', 'blunt', 'short', 'injury']",die cut feeder pead geomembrane blanket weld seam store extruder stylet blade come direction leave forearm result blunt short injury
115,2016-11-05,1,3,2,1,3,1,2,16,"In the welding workshop of level 3620 (Ex -450 tunnel quinoa), in moments that the assistant raised a wooden strut - 3m long x 4 ""diameter - 20 Kg of weight, to place it on the work table at 1.30 m of height, treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder.",1,11,5,3,43,2,4,"['weld', 'workshop', 'level', 'tunnel', 'quinoa', 'moments', 'assistant', 'raise', 'wooden', 'strut', 'long', 'diameter', 'weight', 'place', 'work', 'table', 'height', 'tread', 'another', 'wooden', 'strut', 'place', 'floor', 'lose', 'balance', 'fall', 'level', 'lie', 'laterally', 'concrete', 'wall', 'cause', 'bruise', 'leave', 'shoulder']",weld workshop level tunnel quinoa moments assistant raise wooden strut long diameter weight place work table height tread another wooden strut place floor lose balance fall level lie laterally concrete wall cause bruise leave shoulder
116,2016-12-05,1,6,1,1,2,1,3,4,"On Sunday, 15, the collaborator goes to the medical center saying that he had an accident 3 days ago when he performed internal maintenance work on the heat exchangers, defined as a confined space and at risk of burning with acid. When leaving the confined space, the employee removes the protective gloves without having passed through the emergency shower; At that moment, skin contact occurs with sulfates, generating the lesion.",1,12,5,2,48,3,4,"['sunday', 'collaborator', 'medical', 'center', 'say', 'accident', 'days', 'ago', 'perform', 'internal', 'maintenance', 'work', 'heat', 'exchangers', 'define', 'confine', 'space', 'risk', 'burn', 'acid', 'leave', 'confine', 'space', 'employee', 'remove', 'protective', 'gloves', 'without', 'pass', 'emergency', 'shower', 'moment', 'skin', 'contact', 'occur', 'sulfate', 'generate', 'lesion']",sunday collaborator medical center say accident days ago perform internal maintenance work heat exchangers define confine space risk burn acid leave confine space employee remove protective gloves without pass emergency shower moment skin contact occur sulfate generate lesion
117,2016-11-05,1,1,2,1,4,1,2,16,"In moments that the truck of transport of personnel of the company MCEISA plate AJG-751, moved from the Nv 3300 to surface, missing 50m to reach the mouth of the Nv 3900, the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who At that time I was traveling in the truck. They raise the cabin to manually put the change in first and continue the trip, culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck. At the time of the accident the employee was wearing his safety helmet and chin strap.",1,11,5,3,43,2,4,"['moments', 'truck', 'transport', 'personnel', 'company', 'mceisa', 'plate', 'ajg', 'move', 'surface', 'miss', 'reach', 'mouth', 'gearbox', 'respond', 'driver', 'stop', 'truck', 'inspect', 'along', 'maintenance', 'personnel', 'time', 'travel', 'truck', 'raise', 'cabin', 'manually', 'put', 'change', 'first', 'continue', 'trip', 'culminate', 'task', 'driver', 'support', 'maintenance', 'personnel', 'lower', 'cabin', 'due', 'weight', 'fall', 'hit', 'driver', 'cabin', 'hopper', 'truck', 'time', 'accident', 'employee', 'wear', 'safety', 'helmet', 'chin', 'strap']",moments truck transport personnel company mceisa plate ajg move surface miss reach mouth gearbox respond driver stop truck inspect along maintenance personnel time travel truck raise cabin manually put change first continue trip culminate task driver support maintenance personnel lower cabin due weight fall hit driver cabin hopper truck time accident employee wear safety helmet chin strap
118,2016-05-14,1,1,2,1,4,1,2,16,"After completing the welding work on the backhoe bucket made for 4 hours, during which he used glass moon # 10, the welder feels a slight discomfort in the eyes, so he is transferred to the medical service for evaluation . During the accident the welder used facial mask for welding.",1,5,14,3,18,1,2,"['complete', 'weld', 'work', 'backhoe', 'bucket', 'make', 'hours', 'use', 'glass', 'moon', 'welder', 'feel', 'slight', 'discomfort', 'eye', 'transfer', 'medical', 'service', 'evaluation', 'accident', 'welder', 'use', 'facial', 'mask', 'weld']",complete weld work backhoe bucket make hours use glass moon welder feel slight discomfort eye transfer medical service evaluation accident welder use facial mask weld
119,2016-05-17,1,11,3,1,2,1,1,16,"When an employee of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters approximately, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened after the visit to the interior of the mine.",1,5,17,6,19,1,2,"['employee', 'milpo', 'lima', 'visit', 'facilities', 'level', 'wait', 'personnel', 'cage', 'level', 'drop', 'water', 'fall', 'ceiling', 'height', 'meter', 'approximately', 'product', 'slight', 'filtration', 'crown', 'sustain', 'shotcrete', 'drop', 'enter', 'right', 'eye', 'cause', 'discomfort', 'right', 'eye', 'accord', 'employee', 'time', 'accident', 'lenses', 'remove', 'clean', 'happen', 'visit', 'interior', 'mine']",employee milpo lima visit facilities level wait personnel cage level drop water fall ceiling height meter approximately product slight filtration crown sustain shotcrete drop enter right eye cause discomfort right eye accord employee time accident lenses remove clean happen visit interior mine
120,2016-05-19,1,3,2,1,4,1,3,16,"At the El Porvenir sub-station at level 4240, when assembling a metal structure (approximately 120 kg) with the support of a lifting system, three operators try to accommodate the structure to anchor it on its base, at this moment the Metallic structure slides in the direction of the injured worker's right hand, producing a slight right hand accretion between the head of the bolt and the base of the structure causing the injury. At the time of the accident the operators made use of their safety gloves.",1,5,19,5,19,1,2,"['porvenir', 'sub', 'station', 'level', 'assemble', 'metal', 'structure', 'approximately', 'support', 'lift', 'system', 'three', 'operators', 'try', 'accommodate', 'structure', 'anchor', 'base', 'moment', 'metallic', 'structure', 'slide', 'direction', 'injure', 'worker', 'right', 'hand', 'produce', 'slight', 'right', 'hand', 'accretion', 'head', 'bolt', 'base', 'structure', 'cause', 'injury', 'time', 'accident', 'operators', 'make', 'use', 'safety', 'gloves']",porvenir sub station level assemble metal structure approximately support lift system three operators try accommodate structure anchor base moment metallic structure slide direction injure worker right hand produce slight right hand accretion head bolt base structure cause injury time accident operators make use safety gloves
121,2016-05-18,2,5,1,1,3,1,1,16,"The employee was performing carbon steel pipe marking activity when his helmet was struck by a tube, causing a scalp wound due to the impact of the helmet's sheepskin.",1,5,18,7,19,1,2,"['employee', 'perform', 'carbon', 'steel', 'pipe', 'mark', 'activity', 'helmet', 'strike', 'tube', 'cause', 'scalp', 'wind', 'due', 'impact', 'helmet', 'sheepskin']",employee perform carbon steel pipe mark activity helmet strike tube cause scalp wind due impact helmet sheepskin
122,2016-05-22,2,8,1,1,3,1,1,2,"During the maintenance on the LX-P-205B pump, there was the projection of silicate pulp, reaching the right leg of the employee.",1,5,22,4,19,1,2,"['maintenance', 'pump', 'projection', 'silicate', 'pulp', 'reach', 'right', 'leg', 'employee']",maintenance pump projection silicate pulp reach right leg employee
123,2016-05-20,1,6,1,1,1,1,2,11,"In circumstances that the collaborator Juveni performed the washing of the tabolas in the pot washing area, she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head.",1,5,20,1,19,1,2,"['circumstances', 'collaborator', 'juveni', 'perform', 'wash', 'tabolas', 'pot', 'wash', 'area', 'suffer', 'feel', 'dizziness', 'faintness', 'cause', 'fall', 'level', 'produce', 'slight', 'concussion', 'head']",circumstances collaborator juveni perform wash tabolas pot wash area suffer feel dizziness faintness cause fall level produce slight concussion head
124,2016-05-22,1,3,2,1,4,1,2,16,"During the transit of the fuel tanker of level 3530 at level 2925 by the north ramp; When passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. At the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet.",1,5,22,4,19,1,2,"['transit', 'fuel', 'tanker', 'level', 'level', 'north', 'ramp', 'pass', 'level', 'operator', 'feel', 'right', 'rear', 'tire', 'skid', 'operator', 'perform', 'defensive', 'maneuver', 'truck', 'hit', 'leave', 'gable', 'cause', 'injury', 'describe', 'time', 'accident', 'pilot', 'pilot', 'wear', 'safety', 'belt', 'safety', 'glass', 'helmet']",transit fuel tanker level level north ramp pass level operator feel right rear tire skid operator perform defensive maneuver truck hit leave gable cause injury describe time accident pilot pilot wear safety belt safety glass helmet
125,2016-05-24,3,10,3,4,4,1,2,9,"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",1,5,24,6,20,1,2,"['field', 'trip', 'return', 'work', 'lunch', 'employee', 'wellfield', 'company', 'slip', 'loose', 'stone', 'place', 'moment', 'intention', 'balance', 'try', 'hold', 'onto', 'tree', 'fall', 'right', 'arm', 'cause', 'fracture', 'distal', 'end', 'radius', 'activity', 'paralyze', 'employee', 'refer', 'hospital', 'paracatu', 'undergo', 'medical', 'care']",field trip return work lunch employee wellfield company slip loose stone place moment intention balance try hold onto tree fall right arm cause fracture distal end radius activity paralyze employee refer hospital paracatu undergo medical care
126,2016-12-05,1,4,2,1,3,1,1,16,"Being 10:50 am. Approximately, in the workshop of mechanical maintenance (surface) Mr. Orlando of boltec) and his assistant Mr. Macedonio made the cut of the link to shorten the distance of the chain and hold the injection hose of resin, instant that the saw blade leaves its cutting position, affecting the second finger of the left hand causing the injury.",1,12,5,2,48,3,4,"['approximately', 'workshop', 'mechanical', 'maintenance', 'surface', 'orlando', 'boltec', 'assistant', 'macedonio', 'make', 'cut', 'link', 'shorten', 'distance', 'chain', 'hold', 'injection', 'hose', 'resin', 'instant', 'saw', 'blade', 'leave', 'cut', 'position', 'affect', 'second', 'finger', 'leave', 'hand', 'cause', 'injury']",approximately workshop mechanical maintenance surface orlando boltec assistant macedonio make cut link shorten distance chain hold injection hose resin instant saw blade leave cut position affect second finger leave hand cause injury
127,2016-05-25,1,4,2,2,3,1,1,16,"During the tests of the soft starter of the engine of belt 03 the collaborator Igor moves around the site and at approximately 19:45 pm falls into a trench for electric cables, (0.90m deep), the same as was found partially discovered.",1,5,25,7,20,1,2,"['test', 'soft', 'starter', 'engine', 'belt', 'collaborator', 'igor', 'move', 'around', 'site', 'approximately', 'fall', 'trench', 'electric', 'cable', 'deep', 'find', 'partially', 'discover']",test soft starter engine belt collaborator igor move around site approximately fall trench electric cable deep find partially discover
128,2016-05-27,2,2,2,1,5,1,1,16,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",1,5,27,1,20,1,2,"['check', 'voltage', 'power', 'outlet', 'plug', 'socket', 'make', 'sure', 'connection', 'correct', 'small', 'electrical', 'arc', 'power', 'cord', 'cause', 'slight', 'burn', 'right', 'hand', 'wrist', 'protection', 'system', 'act', 'immediately']",check voltage power outlet plug socket make sure connection correct small electrical arc power cord cause slight burn right hand wrist protection system act immediately
129,2016-05-25,3,10,3,1,1,1,2,1,"The ground team coordinated by Prospector with his assistants: da Silva and Wila 14:45 p.m., in a prong opening to access and collect soil samples, Auxiliar came across some he tried to divert about 10 meters to the right of the place, but at the moment of the diversion he came across the marimbondo house in front of him, not giving time for any other action since the thugs were already agitated, da Silva 5 times: a sting in the head, another behind the neck and other 3 stings in the face. Since all have allergy tests, it was verified that there was no allergic reaction, washed the affected part and returned to normal activities.",1,5,25,7,20,1,2,"['grind', 'team', 'coordinate', 'prospector', 'assistants', 'silva', 'wila', 'prong', 'open', 'access', 'collect', 'soil', 'sample', 'auxiliar', 'come', 'across', 'try', 'divert', 'meter', 'right', 'place', 'moment', 'diversion', 'come', 'across', 'marimbondo', 'house', 'front', 'give', 'time', 'action', 'since', 'thugs', 'already', 'agitate', 'silva', 'time', 'sting', 'head', 'another', 'behind', 'neck', 'sting', 'face', 'since', 'allergy', 'test', 'verify', 'allergic', 'reaction', 'wash', 'affect', 'part', 'return', 'normal', 'activities']",grind team coordinate prospector assistants silva wila prong open access collect soil sample auxiliar come across try divert meter right place moment diversion come across marimbondo house front give time action since thugs already agitate silva time sting head another behind neck sting face since allergy test verify allergic reaction wash affect part return normal activities
130,2016-05-26,3,10,3,1,1,1,2,1,"In the geological reconnaissance activity, in the farm of Mr. Lázaro, the team composed by Felipe and Divino de Morais, in normal activity encountered a ciliary forest, as they needed to enter the forest to verify a rock outcrop which was the front, the Divine realized the opening of the access with machete. At that moment, took a bite from his neck. There were no more attacks, no allergic reaction, and continued work normally. With the work completed, leaving the forest for the same access, the Divine assistant was attacked by a snake and suffered a sting in the forehead. At that moment they moved away from the area. It was verified that there was no type of allergic reaction and returned with normal activities.",1,5,26,5,20,1,2,"['geological', 'reconnaissance', 'activity', 'farm', 'zaro', 'team', 'compose', 'felipe', 'divino', 'morais', 'normal', 'activity', 'encounter', 'ciliary', 'forest', 'need', 'enter', 'forest', 'verify', 'rock', 'outcrop', 'front', 'divine', 'realize', 'open', 'access', 'machete', 'moment', 'take', 'bite', 'neck', 'attack', 'allergic', 'reaction', 'continue', 'work', 'normally', 'work', 'complete', 'leave', 'forest', 'access', 'divine', 'assistant', 'attack', 'snake', 'suffer', 'sting', 'forehead', 'moment', 'move', 'away', 'area', 'verify', 'type', 'allergic', 'reaction', 'return', 'normal', 'activities']",geological reconnaissance activity farm zaro team compose felipe divino morais normal activity encounter ciliary forest need enter forest verify rock outcrop front divine realize open access machete moment take bite neck attack allergic reaction continue work normally work complete leave forest access divine assistant attack snake suffer sting forehead moment move away area verify type allergic reaction return normal activities
131,2016-05-26,3,10,3,1,1,1,1,16,"In the geological reconnaissance activity, in the farm of Mr. Lázaro, the team composed by Felipe and Divino de Morais, in normal activity encountered a ciliary forest, as they needed to enter the forest to verify a rock outcrop which was the front, the Divine realized the opening of the access with machete. At that moment, took a bite from his neck. There were no more attacks, no allergic reaction, and continued work normally. With the work completed, leaving the forest for the same access, the Divine assistant was attacked by a snake and suffered a sting in the forehead. At that moment they moved away from the area. It was verified that there was no type of allergic reaction and returned with normal activities.",1,5,26,5,20,1,2,"['geological', 'reconnaissance', 'activity', 'farm', 'zaro', 'team', 'compose', 'felipe', 'divino', 'morais', 'normal', 'activity', 'encounter', 'ciliary', 'forest', 'need', 'enter', 'forest', 'verify', 'rock', 'outcrop', 'front', 'divine', 'realize', 'open', 'access', 'machete', 'moment', 'take', 'bite', 'neck', 'attack', 'allergic', 'reaction', 'continue', 'work', 'normally', 'work', 'complete', 'leave', 'forest', 'access', 'divine', 'assistant', 'attack', 'snake', 'suffer', 'sting', 'forehead', 'moment', 'move', 'away', 'area', 'verify', 'type', 'allergic', 'reaction', 'return', 'normal', 'activities']",geological reconnaissance activity farm zaro team compose felipe divino morais normal activity encounter ciliary forest need enter forest verify rock outcrop front divine realize open access machete moment take bite neck attack allergic reaction continue work normally work complete leave forest access divine assistant attack snake suffer sting forehead moment move away area verify type allergic reaction return normal activities
132,2016-01-06,2,5,1,1,3,1,1,6,The clerk was peeling and pulling a sheet came another one that struck in his 5th chirodactile of the left hand tearing his PVC sleeve caused a cut.,1,1,6,7,0,3,1,"['clerk', 'peel', 'pull', 'sheet', 'come', 'another', 'one', 'strike', 'chirodactile', 'leave', 'hand', 'tear', 'pvc', 'sleeve', 'cause', 'cut']",clerk peel pull sheet come another one strike chirodactile leave hand tear pvc sleeve cause cut
133,2016-02-06,2,5,1,1,3,1,1,6,"During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand",1,2,6,3,4,3,1,"['process', 'wash', 'material', 'becker', 'tip', 'material', 'break', 'cause', 'cut', 'finger', 'right', 'hand']",process wash material becker tip material break cause cut finger right hand
134,2016-03-06,1,1,2,1,2,1,2,16,"In circumstances that the collaborator performed the cleaning of the ditch 3570, 0.50 cm deep, removing the pipe of 2 ""HDPE material with an estimated weight of 30 Kg. Together with two collaborators, when pushing the tube to drain the dune, the collaborator is hit on the lower right side lip producing a slight blow to the lip. At the time of the event, the collaborator had a safety helmet, glasses and gloves.",1,3,6,4,8,1,1,"['circumstances', 'collaborator', 'perform', 'clean', 'ditch', 'deep', 'remove', 'pipe', 'hdpe', 'material', 'estimate', 'weight', 'together', 'two', 'collaborators', 'push', 'tube', 'drain', 'dune', 'collaborator', 'hit', 'lower', 'right', 'side', 'lip', 'produce', 'slight', 'blow', 'lip', 'time', 'event', 'collaborator', 'safety', 'helmet', 'glass', 'gloves']",circumstances collaborator perform clean ditch deep remove pipe hdpe material estimate weight together two collaborators push tube drain dune collaborator hit lower right side lip produce slight blow lip time event collaborator safety helmet glass gloves
135,2016-04-06,1,4,2,5,5,1,2,16,"Being 01:50 p.m. approximately, in the Nv. 1800, in the Tecnomin winery. Mr. Chagua - Bodeguero was alone, cutting wires No. 16 with a grinder, previously he had removed the protection guard from the disk of 4 inches in diameter and adapted a disk of a crosscutter of approximately 8 inches. Originating traumatic amputation of two fingers of the left hand",1,4,6,7,13,1,2,"['approximately', 'tecnomin', 'winery', 'chagua', 'bodeguero', 'alone', 'cut', 'wire', 'grinder', 'previously', 'remove', 'protection', 'guard', 'disk', 'inch', 'diameter', 'adapt', 'disk', 'crosscutter', 'approximately', 'inch', 'originate', 'traumatic', 'amputation', 'two', 'finger', 'leave', 'hand']",approximately tecnomin winery chagua bodeguero alone cut wire grinder previously remove protection guard disk inch diameter adapt disk crosscutter approximately inch originate traumatic amputation two finger leave hand
