,Level,input_text_clean
742,2,employee fell floor moving pallet jack material handling activity employee suffered broken pelvis
743,2,employee lifted guard table saw right hand came contact moving saw blade amputating four finger
744,2,employee injured admitted hospital due struck equipment movement pipe working work rig northeast colorado accident occurred november approximately 
745,2,employee fell foot aerial lift laying ornamental sheet metal employee sustained broken vertebra
746,2,january approximately employee using vacuum hose inside tank vacuum caught hand pulled arm vacuum caught employee arm approximately second alerted employee attendant operating equipment turned vacuum approximately one hour later employee arm began swell taken hospital swelling continued incision made arm relieve pressure employee admitted overnight
747,2,jan approximately employee fell approximately ten foot platform ceiling ground suffering fracture cracked rib broken teeth
748,2,employee sprayed hot water condensate return line steaming railcar employee incurred degree burn right thigh knee
749,2,employee loading cargo chassis exiting container chassis rolled away warehouse dock forklift fork fell ground dock chassis pinned underneath employee pinned fork ground freed paramedic transferred methodist hospital downtown upon request
750,2,employee working extruder piece equipment used melt plastic equipment started piece equipment blew machine hit employee leg leg severely gashed called employee transported uma medical center worcester
751,2,january maintenance employee cintas received chemical spray sodium hydroxide eye face requiring hospitalization incident occurred offloading sodium hydroxide contracted delivery service truck hydrite
752,1,employee suffered amputation left index finger cutting conduit portable band saw
753,1,employee making connection drill fork speeding wrench struck left hand smashing middle finger hand
754,1,employee amputated tip right index finger operating kaster vertical saw saw department morning
755,2,employee struck shin fitting water hose whipped around blown air compressor
756,2,approximately employee using blow system national pump blow water hard line inch suction hose drained suction hose disconnected cam lock placed suction hose coming pump four inch butterfly valve suction left open allowing air pressure cam lock cap employee used system build air blow fluid tubing line tank employee standing front manifold slightly right approximately one foot away employee opened manifold cam lock cap popped free hitting shin
757,1,employee amputated finger buffing wheel
758,2,employee foot struck excavating machine employee admitted hospital stayed overnight surgery
759,2,employee cleaning roofing material fell foot edge roof
760,2,employee operating reach forklift struck pallet forced compartment forklift came abrupt stop employee sustained injury hip area required admission hospital
761,2,employee unjamming stuck granulated salt spreader used back truck salt road employee reached impeller chain component machine running something grabbed right hand amputated right index finger past nail bed first joint
762,2,employee went step platform lead away around work area employee tripped platform step inch floor landed right knee breaking femur
763,2,employee tripped shelving unit broke pelvis
764,2,employee pinched aerial lift walkway attempting come lift acted abnormally instead went pinched employee lift walkway
765,2,employee piv training operating stand forklift backed metal rack causing pinned piv metal rack
766,1,employee amputated fingertip working equipment workplace
767,2,employee lost control electric pallet jack unloading product trailer pallet jack hit dock plate handle struck employee stomach pinning wall trailer
768,2,employee mail route accidentally swallowed pen cap pen cap traveled employee lung employee hospitalized
769,1,employee sustained injury ring index finger cutting piece wood table saw time injury believed employee sustained laceration finger later found injury index finger resulted amputation employee medical treatment
770,2,employee trying pull guard miter saw left thumb amputated
771,2,worker operating small press brake struck neck piece bent worker passed fell stool chair struck head concrete floor transported local hospital parson treated transported via christi wichita remains hospitalized
772,2,employee suffered critical head injury fell extension ladder welding steel building construction site
773,2,employee connecting jiff trailer employee smashed thumb jiff trailer connector
774,2,approximately january employee lighting gas grill prepare lunch employee work gathering grill flashed resulting minor burn employee arm face employee went urgent care facility hospital admitted approximately kept overnight
775,2,piece wood jammed splitter employee tried unjam crawling onto machine saw stopped somehow thigh came contact saw saw idling turned
776,2,employee fell foot conical cover tank
777,2,employee process dismantling scaffold climbed scaffold ladder approximately foot stepped onto pipe header pipe header employee slipped fell foot ground suffered right arm compound fracture right elbow dislocation fractured pelvis tie available employee using incident occurred rack enterprise construction site
778,2,january employee pinned motor wall elevator motor cart slid fork truck employee suffered fracture right femur
779,2,employee slipped sweeping injured back right leg
780,2,employee injured fell ice broke leg
781,2,employee backed salamander heating unit get warm caught back right pant leg fire employee suffered burn back upper right leg
782,2,employee walking property tripped concrete parking stop injured right knee
783,1,employee engaging pipe fitting using portable grinder received amputation finger padding
784,1,employee working high speed packing line belt came pulley suffered amputation tip left index finger trying mount conveyor belt motion
785,2,employee hospitalized sustaining injury right ring finger coil bay employee caught right ring finger hook coil operating overhead crane remotely
786,2,employee delivering package residence employee walked driveway encountered slick spot due ice employee fell broke left leg two place
787,2,employee checking ink level print department machine without shutting employee reached check ink tray employee shirt pulled roller shaft employee left arm shoulder subsequently pulled machine employee able pull arm free suffered laceration left arm injured shoulder employee transported freemont medical center transferred hospital omaha
788,2,employee burned unloading asphalt transportation vessel employee process cleaning transfer line vessel burned face arm
789,1,january employee injured large metal plate fell right foot toe foot subsequently amputated result injury
790,2,frac technician conducting monitoring operation water level gauging tank oil gas drilling operation potentially overexposed air contaminant respiratory irritant chlorine hydrogen sulfide benzene recently employee admitted hospital observation treatment suffering extreme coughing episode working monitoring shift worksite second employee treated released
791,1,employee suffered amputation right index finger putting bird leg back shackle picking room employee finger got caught moving shackle
792,1,employee removed machine guard check bearing machine engaged finger pinched ball gear bearing finger amputated finger nail first knuckle
793,2,walking dining manager office stove area employee slipped threshold office door landed left elbow onto back preliminary diagnosis concussion without loss consciousness acute headache cervical sprain thoracic spine sprain lumbar spine sprain
794,2,employee fell platform step ladder taking product shelf
795,1,employee rebilling pipe placing spacer board pipe pipe pusher finger got caught two skinning tip finger
796,1,january approximately employee experienced laceration right little finger operating equipment used remove breast tender bird employee taken hospital determined surgical amputation necessary
797,2,following flashlight failure pre inspection employee pointing sanitation contacted belt right index finger avulsing fingertip fracturing bone employee transported hospital fingertip bone amputated
798,2,employee finger tip right hand deeply cut finger slipped conveyer belt adjusting tension chain mcallen medical hospital doctor amputated fingertip
799,1,employee presetting roller channel machine presetting chuck jam occurred employee tried clear jam pusher activated pinched tip employee right index finger employee went emergency room documented injury amputation
800,2,employee stuck leg golf cart operating lost control buggy due contact water slush shop floor leg struck pole causing fracture required hospitalization surgery
801,2,employee walking catwalk tripped object protruded floor walkway broke left femur
802,2,employee fell roof descending ladder hospitalized
803,2,january employee caught equipment suffered serious injury operating saw machine located third avenue west fargo north dakota
804,2,maintenance employee suffered hip injury fall lower level fell ladder
805,2,employee fell flatbed tractor trailer bed strapping palletized load employee suffered leg injury taken local hospital admitted
806,2,employee making delivery parked tractor trailer behind walgreens shipley tractor trailer caught low hanging wire overhead pole front driver side corner trailer driver attempted remove wire trailer catwalk attempted remove corner cap trailer cap came loose suddenly hit associate face fell flat roof trailer sustained facial eye injury along spinal injury admitted hospital treatment
807,2,cutting board degree angle cut piece jammed flew back employee hitting employee finger
808,2,employee bleeding pressure weighted ball used check stormwater pipe leak weight water inside pvc pipe caused ball slide pipe employee grabbed rope strap right hand strap force sharp edge severed right thumb tip finger tip recovered delivered parkland hospital enough bone reattached
809,2,employee using foot frame ladder knocked another employee opened manual overhead door working employee fell ladder sustained multiple bone fracture forearm wrist
810,2,employee burned flash fire pumping station adjusting compressor
811,1,employee injured two finger right hand catching bundle rebar operating side loader yard part bone right ring finger surgically removed
812,2,employee walking parking lot front entrance facility via sidewalk near building yard door patch ice sidewalk due drainage melting refreezing building employee slipped ice fell employee suffered left hip injury
813,2,employee received degree burn hot liquid plastic removing plug
814,2,january employee injured working cnc lathe resulted employee hospitalized five day injury sustained accident
815,2,employee assisting person influence hospital person patient fell onto employee knocking causing sustain fracture right ankle employee hospitalized
816,1,employee operating whirlwind pop saw cutting lumber inch length employee accidentally activated foot pedal control saw pedal depressed guard inch saw blade came amputating employee right index middle ring finger employee brought hospital two three finger attached incident occurred pop saw area
817,2,employee walking stairway third second floor fell worker fractured thoracic spine fractured middle finger bump head test hip thigh
818,2,employee installing light fixture shocked fell foot frame ladder using foot foot ground shocked ladder fell opposite direction tingling right arm restriction arm evaluation
819,1,employee part two man team moving furniture customer location employee moving large sleep sofa ground level sofa came contact metal stair rail injured employee finger two object one point came together severed employee finger first joint
820,2,january approximately employee allergic reaction latex resulting hospitalization
821,2,employee working department suffered skull fracture loading pound disc west side ton mechanical press
822,2,employee suffered serious injury caught machine motion surgery required
823,2,employee received electric shock placed wrench near energized bolt conductor removing
824,2,employee lowering boom lift installing fire protection piping hydraulics failed causing employee break lower left leg
825,2,employee sustained fall material platform catwalk fixing jam material line
826,2,employee run forklift suffered amputation lower left leg
827,2,employee tightening strap used tie equipment truck pry bar came hole hit mouth fracturing maxilla bone
828,2,employee hospitalized pump seal failed repair pump pennzoil oil blew employee eye throat nose resulting inflammation irritation
829,2,disney worker going stair end shift fell step fractured left arm required surgery
830,2,employee using handheld torch cut hole steel pipe torch hose blew employee suffered burn hand admitted lady lord burn center overnight treatment
831,2,forklift incident
832,2,employee struck pvc pipe installing underground television cable
833,2,employee working foot step ladder folded placed top air handler top ladder leaning wall employee stood ladder finishing wall inside mechanical room ladder slid away wall employee fell ground employee suffered left broken leg ankle broken right little finger employee admitted university medical center jackson mississippi
834,2,worker trench injured operator moved trench box spreader bar trench box struck worker back cracking vertebra worker hospitalized one night
835,2,employee top hot oil tanker trailer attempting remove lid fill tanker lid stuck due sitting couple week inclement weather fall protection cage provided fill location fit tanker trailer properly leaving gap large enough employee fall beneath cage lid came loose employee fell top tanker trailer fall protection cage ground employee dislocated shoulder broke two three rib received contusion
836,2,employee damaged tendon two finger admitted hospital
837,2,employee fell ladder coming roof broke hand neck
838,2,two employee installing murphy bed lifting mechanism snapped one employee suffered severe laceration thumb hospitalized two day reattach finger
839,1,employee performing garage audit garage door closing properly due chain malfunction employee finger caught door bin
840,1,employee amputated fourth finger left hand caught rotating belt pulley attempting tighten bolt motor cooling unit rotating belt pulley located center roof cooling unit
841,3,two employee burned bubble tower exploded creating flash fire maintenance work well site
842,2,employee using stihl chainsaw flush cut tree stump kicked back cut leg requiring hospitalization surgery
843,2,worker taking photo project roof stepped back fell sky light fell foot concrete floor
844,2,employee fell approximately foot working scissor lift
845,2,employee assisting truck driver clear small amount cement left vehicle rear chute came employee left middle finger amputating tip employee taken hospital fingertip reattached
846,2,employee moving wall using crane one end wall fell broke employee arm surgery performed employee hospitalized post surgery
847,2,rope broke new cross arm installed electrical power pole employee walking rope struck falling arm
848,2,approximately employee leaving work outside building stepped curb broke leg two place employee taken hospital emergency surgery employee released two day later
849,2,employee dislocated knee weapon training exercise
850,2,employee admitted hospital injured result fall
851,1,january employee suffered amputation injury unjamming part stuck cnc machine
852,2,employee struck forklift resulting fracture leg employee subsequently hospitalized injury
853,2,employee struck moving vehicle assisting customer publix supermarket
854,2,january employee exposed sharp hazard meat thermometer caught mid air went employee hand employee inpatient ligament surgery january due injury
855,2,employee fell tailgate box truck closing back door employee injured back rib hospitalized
856,1,approximately employee suffered possible amputation employee sweeping mail bin finger caught belt finger dragged belt roller resulting avulsion middle finger right hand
857,2,employee fell ladder descending employee broke arm wrist
858,2,employee involved forklift accident resulted hospitalization
859,2,mechanic suffered thumb amputation performing maintenance packing station conveyor line employee removed guard see making noise lost balance fell chain sprocket
860,2,employee fell parking lot way car working shift fell ice hit head resulting transport admission hospital
861,2,employee taking inch hose get water ready frac operation struck hose ankle employee flipped fell head bled left ear suffered closed fracture behind left ear internal bleeding brain
862,2,employee finished making drop waste management landfill observed back gate open got truck went back vehicle close gate mechanism truck began roll backwards employee ran get back vehicle employee fell landing path vehicle vehicle ran employee causing multiple fracture right side cut calf
863,2,employee attacked beaten three four assailant hospitalized
864,2,employee walking parking lot tripped parking block fell fall resulted laceration employee face required hospitalization
865,2,employee exposed fuel spill gas pump employee got sick throwing blood employee hospitalized southwest general hospital treatment
866,2,employee injured performing cold cut metal pipe gathering system employee burned face arm knee employee using striker welding equipment possibly ignited natural gas
867,2,hat creek production pad employee slipped climbing fixed ladder heater treater employee fell approximate height onto ground employee hospitalized period day southwest general hospital
868,1,employee working load former unit employee hit cycle button retract stripper plate placing hand cover plate stripper plate returned extended position employee middle finger caught machine removing tip finger part finger nail
869,2,employee working cash register tripped scanner cord
870,1,moving dye employee pinched right ring finger clevis hook employee taken hospital tip finger amputated
871,2,employee working dish room slipped fell breaking wrist employee hospitalized surgery performed
872,2,employee offloading customer hose facility attempted remove cap hose hose still maintained pressure employee removed cap styrene splashed onto employee face midsection employee sent hospital admitted overnight
873,2,employee slipped ice resulting broken nose back injury employee hospitalized since january
874,2,employee walking parking lot designated walk area leaving work injured employee slipped black ice injured right leg
875,2,employee working ladder tool repairing conveyor belt system weight shifted employee tried regain balance stepping second step employee lost footing fell ground fracturing femur
876,2,employee exposed hot condensate transiting basement bleach plant condensate burned lower leg
877,2,manufacturing shaft pin metal lathe employee bldg machine shop sanding rotating pin emery cloth cloth bound pulled employee rotating lathe machine resulting left broken hand laceration right hand required surgery patient hospitalization
878,2,employee shot store working hour
879,1,employee reached around right hand clean front meat slicer realize slicer tip employee right index finger fingernail amputated bone loss
880,2,employee walking sidewalk fell hit head resulting concussion
881,2,employee operating injection molding machine employee hospitalized due burn hand injection mold
882,2,january noon employee working baler rotary valve employee slipped fell approximately hitting mid section
883,2,hvac team removing air conditioning system roof employee stumbled fell onto angle iron supporting system employee hospitalized two surgery right thigh
884,2,catwalk collapsed employee employee landed foot fractured ankle employee hospitalized
885,2,january employee received partial finger amputation using shrink wrap machine
886,2,employee polishing main drive shaft south bend lathe wearing glove apron glove got caught lathe started wrap pull breaking left arm pulled free machine
887,2,sale consultant home client putting case car fell backwards sample placed ground hospitalized broken hip elbow
888,2,home health aid slipped ice driveway client home resulted ligament sprain knee patellar tracking disorder right knee requiring hospitalization
889,2,employee sandblasting miscellaneous steel lost balance shot blasted bicep chest area transported hospital extent injury known time
890,2,employee working stock room floor level lost balance trying catch tub falling table employee fell ground fractured hip
891,2,employee fell scissor lift loading platform
892,2,employee suffered fracture foot edge steel plate dropped landed foot
893,2,january approximately employee slipped stepping parking lot sidewalk employee struck knee resulting need surgery hospitalization
894,1,employee right pinky finger distal tip amputated pinched automobile door employee helping push start customer car related battery change customer closed car door employee hand
895,2,employee making delivery struck tree limb truck entering facility tree limb fell remained top trailer employee pulled downed limb top truck limb landed breaking leg
896,1,employee using shear right middle finger went beyond point operation injury amputation right middle finger first digit
897,1,january employee received partial amputation left index finger got caught two tube manually assembling grip
898,2,employee using backhoe remove section railroad rail rail broke loose swung striking employee leg employee received fracture femur ankle estimated rail foot long employee foot backhoe
899,2,employee injured falling foot first level creel moving yarn dolly injury resulted overnight hospital stay
900,2,january employee operating walk behind lift truck pinched finger barrel lifting attachment stationary part
901,1,employee helping another employee line two heating plate weighed approximately pound second employee signaled forklift operator set plate forklift operator lowered plate quickly injured employee could get left thumb way causing tip thumb amputated plate
902,2,employee suffered back injury hopper lifted forklift fell employee
903,2,employee delivering fuel unhooked metal cable across driveway enter facility going back truck got caught cable tripped fell hospitalized fractured hip
904,2,employee ladder installing new line cut old line tight line whipped back knocked employee ladder
905,2,employee placing item freezer employee began see spot left eye lost vision eye employee hospitalized overnight
906,2,employee burned upper right left leg buttock result employee horse play employee hospitalized mercy burn unit week
907,2,employee feeding sander hessman sanding machine panel plywood fell buggy struck head neck shoulder
908,2,employee descending ladder slipped striking jaw face resulting broken jaw nose facial bone broken right thumb
909,2,employee checking light trailer truck repaired climbed onto trailer check light slipped due morning dew trailer landed wrong way broke left tibia
910,2,employee amputated tip finger caught clamp running rod
911,1,employee sustained amputation injury tip middle finger left hand clearing jam global partition slotter make slot corrugated cardboard employee reached area wide long equipment running equipment guarded time shut locked
912,2,employee injured excavator rolled moving material
913,2,employee suffered severe burn injury working power pole made contact live wire employee sent utah burn center
914,1,january tip employee left thumb amputated performing work raimann machine remove knot sheet plywood
915,2,employee installing steam trace line aerial lift individual bent working aerial lift moved catching employee head cage aerial lift iron beam support structure unit
916,1,january approximately employee suffered amputation left hand ring finger first knuckle employee attempting stop heavy gauge falling top cart
917,2,employee strained back working restaurant unable stand straight requiring employee hospital
918,2,employee walking hallway skill development center building fell fractured hip
919,2,employee fell struck knee parking lot pavement trauma required transport inpatient hospitalization
920,2,employee dismounted forklift puddle water slipped employee suffered groin tear sprain
921,2,employee getting ford truck started rolling back front tire rolled employee left leg
922,2,around january employee attempting load trailer frozen product went roll dock door spring came loose causing door come left leg suffered fracture left fibula tibia sent memorial hospital york evaluated inpatient rehabilitation
923,1,worker fabricating spool steel portion steel fell onto worker hand sliced tip pinky
924,1,employee working hvac unit amputated left index finger caught hvac unit belt
925,1,employee cut finger cleaning meat slicer deli
926,2,approximately accident occurred employee operating table saw ripping hardboard employee ripping wide sheet hardboard long wide using table saw hand inadvertently slid front guard caught blade resulting loss right index finger first second knuckle broken bone extensive laceration middle finger thumb palm taken milford memorial hospital later transferred christiana hospital overnight stay
927,2,sheet rock transported dolly dolly tipped injured employee femur
928,2,employee moving foot trailer forklift trailer shifted began fall towards parked truck one two employee ran trailer truck stop hitting truck employee sustained broken left arm requiring surgery hospitalization
929,2,employee servicing working foot frame ladder descending ladder gave way employee fell ground
930,1, employee helped second employee townsend skinner machine separate pig fat pig skin employee reached conveyor belt serrated teeth right little finger caught transported bsa hospital amarillo texas right little finger amputated
931,2,employee fell utility lift bay hanger struck head concrete floor causing skull fracture serious brain injury
932,2,employee helping truck driver load equipment onto flatbed truck covering equipment tarp tarp began slip causing employee lose balance fall onto concrete platform foot flatbed surface employee taken willis knighton north medical center admitted employee suffered compression fracture vertebra
933,2,employee fell walking hallway suffered broken leg bone employee hospitalized
934,1,employee operating table saw amputated right thumb
935,2,employee using hoist lift pound part roller conveyor part swung lifted striking employee right leg knee employee suffered fractured leg requiring surgery overnight hospitalization
936,2,employee operating water blaster tripped fell employee picked water blaster back hand cut water pressure employee taken hospital hospitalized cut kept open possible debris intrusion open wound
937,2,employee standing externally mounted receptacle located wall receptacle broke away causing employee fall ground fracturing leg required surgical procedure patient hospitalization repair fracture
938,2,january tag line became entangled around frame metal beam weighing approximately causing beam fall leg worker worker suffered fracture right lower leg hospitalized
939,2,employee hospitalized broken rib pulling energized conductor wiring
940,2,employee using bobcat jack hammer attachment flip metal caster lid weighs approximately pound employee flipped lid edge metal casting lid hit leg injuring bobcat
941,1,employee amputated part right pinky finger operating laminating machine appetizer department production facility
942,2,employee repairing overhead door spring broke releasing door striking employee injuring shoulder clavical rib employee hospitalized
943,2,employee feeding film casting machine arm caught roller broken
944,2,worker using chop box amputated left thumb
945,2,employee suffered leg injury struck piece wood excavator dropped utility pole subsequently caused piece wood hit adjacent worker
946,2,employee working carburetor company vehicle gasoline hand ignited causing degree burn right hand degree burn stomach left hand employee treated hospitalized doctor hospital augusta georgia
947,2,employee walking beside truck trailer two inch snow top ice employee slipped fell onto right side suffered broken right fibula taken hospital admitted surgery
948,2,employee loading commercial chain link fence approximately pound onto flatbed dodge truck employee fell edge flatbed ground lower back hit head employee hurt back fractured skull remained conscious
949,2,worker stick machine located gin johnson gin silverstone texas fell ladder landed top stick machine catching hand equipment breaking bone forearm resulting hospitalization
950,2,employee walking door customer location tripped fell breaking dislocating hip
951,2,employee fell frame ladder fractured left wrist elbow
952,2,employee fell concrete floor sustained concussion cut contusion head
953,2,employee injured demolishing walkway barge employee working second level barge board standing broke fell board hitting abdomen metal beam falling
954,2,employee working oil field energy service tanker removing camlock cap pressure cap removed blew struck employee face injuring jaw damaging teeth employee transferred different hospital receiving treatment employee hospitalized one night bismarck
955,1,employee operating manual entry rack feed lathe employee pinched pointer finger left hand axle end stop entry rack employee suffered amputation left hand pointer fingertip
956,2,employee experienced breathing problem working around cleaning product
957,1,employee involved accident resulted partial amputation left pinky finger
958,1,january approximately employee meat department suffered partial amputation finger small amount bone loss
959,2,employee experienced sharp pain left side rib cage lifting box employee reported incident hospitalized
960,2,employee leaned break room space heater clothing caught fire attempting disrobe burned hand back employee hospitalized overnight
961,2,employee slipped ice fell parking lot resulting fractured hip required surgery
962,2,employee coming work stepped vehicle slipped ice broke left ankle
963,2, worker hit tongs right arm chest leg transported medical center right hand amputated immediately accident drilling line stuck snub line connected tongs snapped causing tongs swing around hit worker
964,2,employee clearing plugged ammonia transmitter vat line transmitter blew employee sprayed ammonia suffered degree burn approximately body employee admitted baton rouge general burn unit treatment
965,2,employee unloading box delivery truck box fell stepped way tripped hit head conveyor belt used unload truck sustained concussion hospitalized
966,2,approximately employee performing torching operation piece hot material entered left safety shoe causing burn top left foot employee informed supervisor supervisor performed first aid applying burn ointment burn wrapping foot employee completed shift employee returned worked completed shift work employee came supervisor office severely infected foot told occupational clinic employee went occupational clinic clinic sent employee emergency room emergency room doctor admitted employee
967,2,rethreading wire former employee suffered severe left hand injury four finger resulting employee hospitalization
968,2,employee performing maintenance conveyor fell open chute foot hospitalized
969,1,employee experienced amputation three fingertip attempting unjam board notch saw
970,2,employee injured fall january approximately employee currently miami valley hospital dayton 
971,2,employee standing flat bed trailer roll america forklift driver backed forklift driver ran employee left lower leg employee transported ambulance texoma medical center texas admitted patient
972,2,january employee received hand injury required hospitalization incident occurred employee testing new phlauer mixer site employee hand got caught mixer
973,1,employee installing slide lathe slide sliced tip left middle finger
974,2,january casing trough loaded forklift truck trough slid fork struck employee midsection stomach pinned trough pipe rack employee admitted medical center oklahoma city around midnight
975,2,process moving floor grating employee suffered amputation tip left middle finger
976,2,employee suffered severe struck injury bull plug gauge repairing bull plug
977,2,employee received multiple burn body due clamp hot water line failing
978,2,exiting car employee slipped ice employer parking lot walking hospital broke arm hospitalized
979,2,employee loading vehicle employee possibly fell slipped causing head back injury
980,2,employee company site attempting gain access roof ladder via fixed ladder height platform ground employee slipped fell interior concrete floor employee broke wrist bone exposed
981,2,january employee operating rough terrain forklift frozen ground felt pop back employee reported incident management following day went emergency room two occasion visited doctor mri diagnosed spinal epidural hematoma admitted geisinger medical center danville pennsylvania january
982,2,worker hit head rebar fell upper elevation construction site worker taken hospital scan indicated skull fracture
983,2,employee working assembling trailer pneumatic fastening gun using got caught frame frame fell employee resulted broken leg
984,2,employee hospitalized stepping molten aluminum employee burned several inch boot molten aluminum
985,2,employee backed fleet vehicle park stopped vehicle stepped load gear personal vehicle walked away flatbed slipped black ice fell fracturing right tibia admitted southern new hampshire hospital surgery repair fractured bone
986,2,bike messenger hit truck approximately corner peoria madison chicago illinois employee taken hospital employee suffered injury face spleen pelvis employee surgery released hospital
987,2,employee performing maintenance line placed left hand moving high temperature component dehydrator drum broke several bone hand skin gloved suffered burn
988,1,employee using sledge hammer tighten hammer union employee missed caught right index finger handle hammer valve handle
989,1,clearing line plastic dicer machine employee suffered amputation middle ring fingertip right hand
990,2,employee hospitalized due second degree burn contact hot product stock
991,2,employee snubbing basket upon exiting employee slid emergency fire pole lost grip fell
992,2,employee walking work location slipped ice fell injuring back
993,2,employee making adjustment fence staple manufacturing machine employee working machine flywheel came catching hand flywheel cutter stationary cutter employee left thumb amputated employee hospitalized
994,2,january employee hospitalized falling foot ground opening centrifuge stand
995,2,employee helping machine operator attempted adjust hydraulic press press cycled pinched employee finger die machine later resulting amputation right index finger first knuckle hospital
996,2,worker hospitalized infection developed razor tool cut
997,2,employee slipped ice sidewalk client property fell sustained broken ankle
998,2,two employee running laminator machine injured employee working front another employee working back machine laminator glue aluminum foil paper create sandwich wrap bag paper developed wrinkle injured employee reached guard try fix paper employee reached guard caught finger nip point two roller come together jerked hand back amputated finger
999,1,site safety manager reported vpp facility incident employee cut adjusting belt allen wrench resulted surgery amputation employee right index finger first knuckle
1000,1,employee suffered skin amputation left ring finger using meat slicer
1001,2,temporary employee got caught rotating shaft resulting broken bone
1002,2,employee injured construction accident bundle steel concrete support struck employee sustained broken leg hospitalized
1003,2,approximately worker working overhead shop heater mounted wall approximate shoulder height standing floor maintenance activity plier hand lost footing fell level fractured right hip hospitalized result
1004,2,employee operating overhead hoist got finger caught hook tip finger amputated
1005,2,worker slipped ice fractured leg worker hospitalized set broken bone
1006,1,employee unjamming part company made machine employee amputated finger
1007,2,employee spotting forklift caught forklift trailer resulting hospitalization
1008,1,employee cleaning room bent clean area inside door frame door swung shut severed employee right pinky finger second joint
1009,1,left index finger amputation
1010,2,employee stabbing board hang tong line unhooked derrick climber harness let hit mouth lost footing fell even though lanyard attached face hit standpipe derrick foot fall injured back
1011,2,january employee slipped fell parking lot due inclement weather
1012,2,employee moving client back chair aid colleague umbilical hernia occurred
1013,2,employee suffered serious facial injury valve stem pressurized air hydrant hit resulting hospitalization
1014,2,employee airplane performing audit went enter flight deck cockpit turning left fell due approximately step flight deck cockpit since turning left fell body twisted back struck center console
1015,2,crew employee performing workover service crew attempting break crossover sub top casing scraper using tongs employee using inch wrench top tongs tong operator engaged tong employee removed hand tong pinched employee finger tong wrench employee lost fingertip right middle finger
1016,2,employee fell stair section bank north garden suffering broken tailbone
1017,2,employee burned fly ash power department international paper hospitalized
1018,2,employee removing roll machine normal routine operation dropped heavy core pinched finger two object right ring finger amputated tip roughly one half nailbed first knuckle intact
1019,1,employee received transphalangeal amputation left pinky finger offloading compactor customer location
1020,2,employee walking facility tripped foot fell employee sustained hip injury admitted warren hospital
1021,1,january employee received severe injury left index finger partially amputated beam fell rack secured making contact employee back pinching left hand upright support bar
1022,1,startup glue roller machine employee glove hand got caught chain sprocket system employee hand drawn chain sprocket system resulting amputation middle finger right hand
1023,1,employee picking tubing worker grabbed bell pulled back elevator slipped caught finger horn elevator bottom bell middle finger amputated finger nail first knuckle finger taken hospital treated released
1024,2,employee fell crank scaffold
1025,1,employee working wrench without lock tag system place jaw machine opened retracted smashing amputating tip middle finger left hand
1026,2,employee walking top form tripped fell resulting broken left forearm
1027,2,employee fell approximately foot stairway drilling rig onto ground employee suffered multiple fracture collapsed lung
1028,1,finger amputation
1029,2,january employee hospitalized sustained water blast injury
1030,1,employee moving stock cart smashed left pinky finger handle something else
1031,2,employer reported friday january employee leaving patient room tripped fell breaking bone shoulder joint
1032,1,january approximately worker inside machine shop training another employee sand face flange using sanding disk mounted onto tool rest lathe flange part long shaft lathe rotating approximately rpm worker went adjust sanding disk left pinky first knuckle joint amputated one hole flange
1033,2,employee hospitalized falling inch stepladder using work piece equipment employee fell struck piece metal another machine causing break one rib puncture lung employee admitted springhill medical center friday january
1034,2,january employee climbed onto truck trailer fell ground
1035,1,employee suffered amputation tip left pinky finger attempting stop belt hvac system hand
1036,2,employee amputated tip finger caught conveyer door employee pressing door pneumatic press injury occurred
1037,2,employee transferring mini dumpster larger dumpster jib attachment slipped hit ground bounced hit employee
1038,1,employee cutting wood using table saw part thumb amputated
1039,2,employee cut finger part report employer right away finger became swollen painful employee therefore reported incident employer sent hospital employee admitted see hand surgeon surgery performed remove infection
1040,1,employee suffered amputation tip thumb using table saw cut wood
1041,2,employee touching boom truck used deliver building material worker trying lower boom back truck boom struck power line employee ground received electric shock hospitalized
1042,1,january employee sustained finger amputation placing steel press
1043,2,approximately packing employee cleaning conveyor employee arm got caught roller employee sustained compound fracture right forearm employee underwent surgery strong memorial hospital hospitalized three night released
1044,2,employee injured cleaning pin setter machine
1045,1,maintenance employee responding jammed machine line employee reached machine remove jam machine cycled feeding another tray pinched right ring fingertip tray frame machine resulting tip amputated
1046,1,employee unloading service truck accidently came contact sharp metal edge piece equipment tip left index finger received severe laceration employee tip finger amputated elective medical amputation
1047,2,worker fell back golf cart like vehicle used transport material two inmate riding back vehicle made right turn hit bump inmate fell back seatbelt used restraint inmate riding cargo area
1048,2,employee fell step ladder changing ballast publix supermarket employee fractured left arm dislocated elbow hospitalized overnight employee underwent surgery
1049,2,employee operating skytrak aerial lift seriously injured skytrak fell side
1050,2,january employee injured tipped forklift
1051,1,employee received amputation injury right hand index finger result bolt fell removal concrete form work new atlanta falcon stadium
1052,2,employee became infected mrsa
1053,2,january employee injured plastic extrusion line
1054,2,employee tending psychiatric patient emergency room patient became combative pushed employee floor employee stuck arm falling floor broke wrist employee admitted hospital january employee surgery january employee released hospital january
1055,2,employee hospitalized falling inch drain cleaning employee suffered fractured right knee fractured rib punctured right lung
1056,2,employee chocked wheel inbound airplane employee placed safety delineator employee began visual inspection slipped fell patch ice resulted broken wrist hospitalization
